id;rang;sex;age;type;familyStatus;age0;entrance;year_0;year_1;year_2;year_3;year_4;year_5;year_6;year_7;year_8;year_9;year_10;year_11;year_12;year_13;year_14;year_15;year_16;year_17;year_18;year_19;year_20;year_21;year_22;year_23;year_24;year_25;year_26;year_27;year_28;year_29;year_30;year_31;year_32;year_33;year_34;year_35;year_36;year_37;year_38;year_39;year_40;year_41;year_42;year_43;year_44;year_45;year_46;year_47;year_48;year_49;year_50;year_51;year_52;year_53;year_54;year_55;year_56;year_57;year_58;year_59
id19;1;male;93;active;married;34;0;0;0,0010007060787291507;0,0010712116731612096;0,0011619492207805596;0,0012320618050012935;0,0013324523208946431;0,0014629704600230453;0,0015930653814232112;0,0017327887925923944;0,0019022344212869492;0,0020001790657853415;0,002077325105744849;0,00224438788217456;0,002440666535647928;0,0026459234881297256;0,002859773750025278;0,003091908101086648;0,0033022040840444424;0,00342122940879127;0,0036275440410203303;0,003949743249548594;0,004249374213866414;0,004584741920653848;0,004818230714275056;0,005105943042386726;0,005485071024790281;0,005858440621160212;0,006253902641267388;0,006717150329318576;0,0070766770706552715;0,007632531109983923;0,008304388889057723;0,009107250314971449;0,00985145645117272;0,010714705932467122;0,011714415683957502;0,012771204830252422;0,013909478649245828;0,015157750328639787;0,016498774084539276;0,01770643811144387;0,019146975844427108;0,020622709292835828;0,022190185574193836;0,023465514438974825;0,024586004884436123;0,02550836214321357;0,025700099981912358;0,025357692777882718;0,02460407981258833;0,02316031154191741;0,021281621692620215;0,01913352454131136;0,016671097135465225;0,014012840022345308;0,011304913209991;0,008707377268248606;0,006349055069564855;0,004448084155795506;0,0029153774555468765
id22;1;male;95;active;married;36;0;0;0,0007224749178721084;0,000813240949661724;0,0009037587529895092;0,0009229891273633469;0,000992755156066914;0,001062235831230723;0,001151577487133325;0,00122031285296061;0,001318835634215137;0,001446897186467775;0,0015742871595805703;0,001711006238397829;0,001876746520951018;0,001971570001378182;0,0020455739045179364;0,0022077510115293265;0,0023979218831465562;0,0025960350256261826;0,0028021104053967817;0,0030254213885499972;0,0032262840746127125;0,003337079657872785;0,003531979557267378;0,003838551066969911;0,004121139360395671;0,00443602314383765;0,004650491598987747;0,004915178221457147;0,005264947723038075;0,005605791711147801;0,005962922273338404;0,006378620505657355;0,006687978164061627;0,007174133242709818;0,007757050625180019;0,00844398727627533;0,009055990753373985;0,009753217602525972;0,010543913126742048;0,011345244101839957;0,012173440322369682;0,01303852202363674;0,013908823698038758;0,014576289857659878;0,015334130519887962;0,015996922039450804;0,01657819479137022;0,016799292724712978;0,0167778537721767;0,016495124465850174;0,015654603551399266;0,014457753227698884;0,013034178077549518;0,011299094198307021;0,009469098653578423;0,007689283735123901;0,005989177710768294;0,00446293976122592;0,0031615497938592948
id23;1;female;91;active;married;32;0;0;0,0005577966867316347;0,0005472588938768035;0,0005771911383178931;0,0006171349883803618;0,0006367767293732323;0,0006563338713584994;0,0007161484685183838;0,0008059857969697128;0,0008955468099815027;0,0009144400718433485;0,0009833239098560602;0,0010518585058122275;0,00114000416400035;0,0012076546538453276;0,0013047815451276128;0,0014311995257355848;0,0015567885600247947;0,0016913182322801279;0,001854334218687347;0,0019471196004644219;0,002019194649389715;0,002178179632539001;0,0023648722884256914;0,0025592358740976436;0,0027606589835411596;0,0029784573206516865;0,003173747776768477;0,0032803807455369675;0,003469586167548403;0,003767450389506561;0,004040766644515007;0,0043449392254308805;0,004549557987493018;0,004802734410648877;0,005137475742824049;0,005460142141936404;0,0057951282844263385;0,0061840903497178785;0,006466788624327299;0,006914777038883469;0,00744901636242819;0,00807461682951406;0,008617584208903581;0,009228078743321223;0,009913269862941379;0,01058849482695645;0,011260349775563297;0,011932320001938605;0,012573616425539752;0,012995269551257791;0,013449049847314494;0,013779295759702232;0,014007090208110426;0,013886718422502877;0,013538327933975233;0,012966176892571154;0,011941084830978287;0,010656131268614588;0,009249574121907932
id25;1;female;97;active;married;38;0;0;0,00045487046423964495;0,00044424299019665375;0,0004537757714748336;0,0004934469196856919;0,0005027719422518922;0,0005320768934446337;0,0005511816889615497;0,0005401092986534305;0,0005689470774161334;0,0006075723929080268;0,0006260384882492259;0,0006442776742247885;0,0007018091360217918;0,000788402387469582;0,000874241620752069;0,0008907600428667851;0,0009557801348282544;0,0010200611150790418;0,0011027627466877364;0,0011650526800697284;0,0012549780417214084;0,0013721391523269732;0,0014874479289058037;0,001610014492635951;0,0017581836168802654;0,0018382583999215845;0,001897412387902451;0,0020366355690041673;0,0021987421248474176;0,0023642705401736284;0,0025319536628189703;0,0027097036111844363;0,002861142010785579;0,00292621158389516;0,0030576480057388548;0,003274335269973797;0,0034560234208493644;0,003647814835445301;0,0037396148908057404;0,003851312268189778;0,004003043310480745;0,0041138991977952635;0,004200195044769039;0,004284644147636519;0,004251416935558899;0,004281529733781062;0,004308760410399683;0,004321922602838766;0,0042268614499682165;0,0041035461474420755;0,003944900062940105;0,0037184387191920272;0,0034377199507879186;0,0031178489651261998;0,0027665386102937667;0,0023726707414481176;0,002003397694670759;0,001652152245026369;0,0013228838783830399
id26;1;female;120;active;married;61;0;0;0,001336429129994136;0,0014591832455792268;0,0015793630890792968;0,001706599383514666;0,0018604040367606084;0,0019412174040063911;0,001998947679161955;0,0021391219593382776;0,002301480674990897;0,002465166288764073;0,002628413117630482;0,0027984920697701867;0,002937364352196424;0,002983656608522827;0,0030929077691503023;0,0032825172483612695;0,003428680179801879;0,003575129914158265;0,003611258669267133;0,003656092683626918;0,003725818992670738;0,003742812149557328;0,0037249608271998453;0,0036942946749878316;0,0035535475741266726;0,003458229180257172;0,0033506297442048322;0,0032212532517103543;0,0030023563380979557;0,002761143308671635;0,0025013751288483505;0,002211664365686798;0,0019135311082923289;0,0016171296604483556;0,0013370126062429261;0,001058219758226176;0,0008278659822610502;0,0006454849011382924;0,00048423380331671104;0,00034395610808824134;0,000233337446033308;0,00015118226287738184;9,172141197345773e-05;5,285271880110916e-05;2,862140557304184e-05;1,4778706371329448e-05;6,906151401756957e-06;2,934205818715682e-06;9,513736144627834e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id28;1;female;113;active;married;54;0;0;0,0008124279828705383;0,0009003054156640094;0,0009166036660951854;0,0009825377178626497;0,0010474109093361985;0,0011311064485284527;0,0011936869659061424;0,0012843042897594645;0,0014022706178596705;0,001517763078391744;0,0016400367666023264;0,0017878425660386179;0,0018655039637845059;0,0019209825809197148;0,0020556896336948855;0,002211715860834525;0,002369017232993125;0,0025258969342038273;0,002689342284898761;0,0028227981218345265;0,002867284838000991;0,0029722748678544125;0,0031544889950867127;0,0032949511233357556;0,0034356888683060903;0,003470408491014547;0,0035134938411293427;0,0035805006099914253;0,003596830981573568;0,0035796759156093184;0,0035502058375091214;0,0034149483058149503;0,00332334762202851;0,003219944894419358;0,0030956144824465055;0,0028852552206959452;0,0026534502401808473;0,00240381381711701;0,0021254026634185703;0,00183889751862772;0,001554056637496522;0,0012848650086427;0,0010169459378695706;0,0007955766665819866;0,0006203090077140942;0,00046534719790859507;0,0003305407635858975;0,00022423656906027625;0,000145285690345448;8,814399523065151e-05;5,079130045752072e-05;2,7505082859548536e-05;1,4202291437539389e-05;6,636790288343769e-06;2,819762780859367e-06;9,14267121836741e-07;0,0;0,0;0,0
id30;1;female;113;active;married;54;0;0;0,001070216872100831;0,0011574235508422625;0,0012232442293045964;0,001318202281059142;0,0014417099432366871;0,0015634568050351737;0,0016931241312079276;0,0018498737702157214;0,0019351834451080104;0,0019987531421566964;0,0021465941654838783;0,0023193447371576497;0,0024964479779424945;0,0026767625481973843;0,002868150817567839;0,0030328347684830557;0,0031072127896577036;0,003253143827073492;0,0034915347347278945;0,0036950238007071776;0,003912120231621492;0,004023608451447157;0,004160857734720515;0,004345712132150874;0,004492310880302742;0,004616011109737331;0,004744193828905726;0,004749380162782255;0,004827124324519499;0,004907219537733669;0,004980449728236099;0,004931524121978579;0,00485426159475151;0,004743007268414324;0,00455226399117094;0,004292881954298183;0,003977953134859064;0,0036106698219655507;0,003165989617500498;0,002743133990651493;0,002314153210456207;0,0019127319420682227;0,001511349836234747;0,001163236918326367;0,0008895698528680577;0,0006382556267763031;0,000433532723962254;0,0002802692014091321;0,00017010136550004497;9,753747934359163e-05;5,3300020322985754e-05;2,7069655324342722e-05;1,3095655313991687e-05;5,6720793730903275e-06;2,1933194203706523e-06;6,369865220056429e-07;0,0;0,0;0,0
id31;1;female;86;active;married;27;0;0;0,0005066108242254313;0,0005367130198338242;0,0005566438001753485;0,0005461841040998738;0,0005761582091990905;0,0006161824293962394;0,0006359249321219414;0,0006555780287009745;0,0007154428000216235;0,0008053837373128995;0,0008950920540088864;0,0009142234261125172;0,0009833988856318857;0,0010523345226798992;0,0011409981558176802;0,001209266796262615;0,0013070901868546278;0,0014342680125565244;0,0015607138190032999;0,0016964023073625435;0,0018610660006174082;0,0019555161353669746;0,0020293767238873228;0,0021907925768263905;0,0023801259877259907;0,0025773958659963646;0,002782409818664049;0,0030048953167813117;0,0032056101610026394;0,0033168975616925077;0,0035120604796921463;0,0038180792002404525;0,004100712194753986;0,004416219901374505;0,004632064549616351;0,004898382825736498;0,005250363404606128;0,0055933429759457125;0,00595453742922378;0,006376024651025681;0,006693400524285055;0,007188652755424182;0,007784018059309038;0,00848810442680716;0,009121150460433254;0,00984552790784163;0,010671863342863411;0,011518372672984322;0,012399381869977539;0,013335225739429165;0,01429416993485741;0,015068187855972786;0,015953442661762005;0,01676802710433857;0,01753227794408351;0,017929921606303807;0,018089119178545634;0,017994718016553;0,0172903225856898
id32;1;female;86;active;married;27;0;0;0,0008149478317676013;0,0009061323365545021;0,0009259583245481177;0,0009965675315571512;0,0010670666798126963;0,0011577630574776674;0,0012279651298497435;0,0013283658139783682;0,0014588627055722421;0,0015890877603201021;0,0017290564282293943;0,0018989090474364739;0,0019975800299898527;0,0020757120217414268;0,002243986890791405;0,0024416217942345646;0,002648338820492595;0,0028639749502089432;0,0030982801063043097;0,0033113584043885677;0,0034336686418038297;0,0036441616970061055;0,003971688582653643;0,004276807030270051;0,00461850987643576;0,004858674006136271;0,005154672058626808;0,005545175307787335;0,005931290481345375;0,006340918404262032;0,006821462850500376;0,0071986948138214645;0,007779090271053024;0,008482448250004016;0,009323488074568802;0,010111247256674024;0,011030477515843493;0,012102953211011624;0,013250924142587819;0,014502520148766553;0,015893051677337674;0,017409484213595804;0,018822550065069357;0,020529514163867845;0,022332551279380455;0,024301137861652358;0,026036144186085023;0,027699035960426145;0,02926146147051674;0,0301131930271664;0,030451259693480698;0,030404315083809755;0,029549208840286893;0,028137916341510777;0,02632849912833267;0,023958257055820376;0,02112961272394347;0,017995637998598796;0,014725247827376414
id34;1;male;89;active;married;30;0;0;0,001479314831015131;0,0016118305148559804;0,0017543991493972225;0,0019274182848837509;0,0020282853145556193;0,0021083204033536724;0,0022801874684328476;0,002482200114598008;0,0026938146014454578;0,0029148921580455433;0,0031555788411967867;0,0033749783981051867;0,0035019397963801133;0,003719230933822663;0,004056626430072471;0,004371840835241747;0,004725615794543294;0,004976934755228284;0,005286395496116276;0,005693253784438785;0,00609663830618063;0,006526049065014879;0,007030338862031193;0,007430631550737785;0,00804345306788503;0,008786854895084883;0,009676971033857491;0,010516615725680105;0,011498342413323957;0,012648818731447053;0,013886643512663163;0,015244970574147849;0,016766325473166126;0,018443995792966145;0,020036891077149212;0,021978763900914713;0,02406784436272851;0,026388572065463158;0,028517081444682364;0,030644562894958472;0,03275328487713991;0,03415381470718314;0,03507082889469519;0,03564949949209753;0,03538666735106378;0,034530567749945985;0,033250388367218726;0,03128635305269302;0,02865564003823644;0,025453810664372148;0,02183948344773488;0,017959526413781172;0,01437011140043921;0,010902935707400445;0,008150487462222997;0,005643907761369726;0,003596450950273456;0,0024561514108264373;0,0015686590666895805
id36;1;female;112;active;married;53;0;0;0,0013400846747667295;0,0014676957139513694;0,001593962704686724;0,001728681384500005;0,0018917321815532105;0,0019823102721487277;0,0020513723366664505;0,0022079467328449546;0,0023910109132714184;0,002580191357958909;0,0027749107016005704;0,0029839931025925728;0,003168751299009787;0,003262336297738622;0,003434795758481982;0,003710015317526455;0,003955392652094704;0,004223920961566711;0,004387664770078853;0,004588530777016908;0,0048554853684598725;0,005096494978294226;0,005332187245132633;0,005597698801943809;0,0057432479764815145;0,006006779485098233;0,006304665581751253;0,0066310283262888394;0,006833408659546417;0,007024886665483711;0,0072018532970693355;0,007297138045414774;0,007310537420892412;0,007250622977815335;0,007098133627797117;0,00675614772639715;0,006380311363310964;0,0059018526171262225;0,005355349470924959;0,004687918529671547;0,003996102261227848;0,003306492248746457;0,0026138164773302887;0,001974991785542396;0,0014485735307653278;0,0010376919481794864;0,0007036827103631343;0,000453276661361704;0,0002748201525026867;0,0001562715958235454;8,305373436594007e-05;4,1306663495058524e-05;1,8790714701782973e-05;8,17203958970089e-06;3,1214724691716903e-06;1,0898216418671796e-06;2,7737767418577015e-07;0,0;0,0
id38;1;female;96;active;married;37;0;0;0,0004960119708028502;0,0005055910067059224;0,0005353007951308886;0,000554811674687338;0,0005439916502079747;0,0005733634390741253;0,0006126077352740488;0,0006315776498504121;0,0006503623067027974;0,0007089399912693607;0,0007970990575655974;0,0008847174695431167;0,0009023088761149106;0,0009690381076389691;0,00103514539512194;0,001120212552464035;0,0011848375710485613;0,0012780779180895506;0,0013994374673963969;0,0015192561363616957;0,0016470637728399835;0,0018016764104809688;0,0018873609554975013;0,0019523759576415684;0,0021003547326183996;0,0022733524130501433;0,0024518811083208743;0,0026352065185313795;0,00283220227119175;0,0030051089278453277;0,003090768309291704;0,0032501985797372276;0,003506376771076647;0,0037328740654975767;0,003979363246812714;0,004125539357475872;0,004304706047624688;0,004543129942286245;0,004753957167088136;0,004957693028597535;0,005183205940724892;0,005292367268209342;0,005502861774695519;0,0057388878814330635;0,005990958197619889;0,006119236382503585;0,0062332260088325785;0,00632592735841536;0,006334670922369808;0,006268292116858888;0,006131610231547739;0,00590594582023086;0,005520715897223414;0,005111242583067353;0,004627504428351078;0,00410487416386245;0,0035145612481383643;0,0029195761926796055;0,0023615031950435066
id39;1;male;95;active;married;36;0;0;0,0006195253031857052;0,0006391967963043686;0,000658780377585767;0,0007187507814047252;0,0008088553286752602;0,0008986414420422245;0,0009174755411795741;0,0009864536388578529;0,0010550510274231967;0,0011432595021542101;0,0012109729979153808;0,0013082524796352282;0,0014347460923811422;0,0015603120120923288;0,0016947625283325616;0,0018576670028771572;0,0019501083235852908;0,002021802035557823;0,002180664537641814;0,0023669835567609555;0,0025605498533641403;0,002761075612192449;0,0029776839438265135;0,003171946269685962;0,0032772780397622905;0,0034645897257178956;0,0037601297055272244;0,004030708016978631;0,004331311594057389;0,004532791409092354;0,004781131762257193;0,005109255065708544;0,00542354195936219;0,005749313750909831;0,0061263194609534385;0,0063952355432761385;0,006824888403899157;0,007335654309487709;0,007930754549035737;0,008437995262609035;0,009006490806193288;0,009635537469923235;0,01024228161673303;0,010828514281642559;0,01140146488990926;0,011924651378411798;0,012215611327952002;0,012526658353840975;0,012705069044129118;0,012764079475596405;0,012498837734415359;0,012018058795200468;0,011324715676444492;0,010242597871004363;0,008960954239013523;0,0076129030224009004;0,006190504547146787;0,004855092395640809;0,0036736644176970576
id44;1;female;99;active;married;40;0;0;0,0010728032667281656;0,0011631914781003135;0,0012327879979388003;0,0013325141313381696;0,0014621656669743157;0,001591070944998194;0,0017293986824542446;0,0018972652156033028;0,0019935524806492222;0,0020688497164039754;0,0022334052361580484;0,0024264213325953425;0,002627528267010626;0,0028365299042339698;0,0030633429223719724;0,0032679618300678996;0,0033814138592779043;0,0035803728513681987;0,00389234387959993;0,004180474310812166;0,004502118893447762;0,004722161891894636;0,004993660270455399;0,005352487151735118;0,005702137948724181;0,0060703579216031586;0,00650004340534244;0,0068235924919449395;0,007328477773164667;0,00793542340607779;0,008653204813825558;0,00929856409666452;0,010037031261977029;0,010879439578913202;0,011742414189265145;0,01264055971635946;0,013594606493935926;0,01457220291721545;0,015361276102958786;0,016263749819319377;0,017094178577654336;0,01787329470452069;0,018278672852466753;0,01844096694419843;0,018344729604468545;0,01762663312182726;0,01650550456155225;0,015123961986838385;0,013349794560292845;0,011411723370114544;0,00946792083756558;0,007543664800433114;0,005747211488967443;0,0041777651282223684;0,0028770745050957294;0,001870291280578108;0,0011562329798527479;0,0006692568324773631;0,0003846070138955043
id47;1;male;94;active;married;35;0;0;0,0006609971607763593;0,0007213414463063155;0,0008119650776974834;0,0009023408700658125;0,0009215410744198849;0,0009911976490679028;0,001060569317859695;0,0011497708080290632;0,001218398336780206;0,001316766548279614;0,0014446271881897485;0,0015718173025825821;0,0017083218864955784;0,0018738021435545486;0,0019684768579606715;0,0020423646583570755;0,002204287330045007;0,002394159847670578;0,002591962175742319;0,0027977142493640105;0,003020674885891382;0,0032212224438608605;0,003331844202895158;0,003526438329052958;0,0038325288669175295;0,004114673815131573;0,00442906358583175;0,004643195567161569;0,00490746692987178;0,005256687687441232;0,005596996934538728;0,005953567204146841;0,006368613258632863;0,00667748557408503;0,007162877937039453;0,007744880796026705;0,008430739730591993;0,009041783051812156;0,009737916040417745;0,010527371063584265;0,011327444851958326;0,012154341737599538;0,013018066235334382;0,013887002516728014;0,014553421506552169;0,0153100732128445;0,015971824896528077;0,016552185705181407;0,016772936763892948;0,016751531446355616;0,016469245706472176;0,015630043462792273;0,01443507084553798;0,013013729104347938;0,011281367351774114;0,00945424283808641;0,0076772202236310115;0,005979781450123524;0,004455937974459268
id48;1;female;84;active;married;25;0;0;0,00046502627605482353;0,0004546724549545986;0,0004443204795466237;0,0004541695038033351;0,0004942537364421009;0,0005040278050837923;0,0005339270974675377;0,0005537087148266844;0,0005432481511884397;0,000572961028650058;0,0006126121388294921;0,0006321099297286221;0,0006515237416280735;0,0007108999704747141;0,0008000789004746706;0,0008889835400914939;0,0009077383373021124;0,0009761173404866522;0,001044149661134539;0,0011316493187586785;0,0011988040127188459;0,0012952190819121479;0,0014207105723395598;0,001545379191617428;0,0016789229248493792;0,0018407442021657371;0,0019328495798429;0,0020043964062418434;0,00216221622265586;0,002347540648235201;0,0025404797850058377;0,0027404267078171996;0,0029566288477751953;0,0031504880621565996;0,0032563395408394796;0,0034441583170212683;0,00373983955618333;0,004011152735163864;0,004313096100678107;0,0045162152558576064;0,004767536203480039;0,005099824288452587;0,0054201259349487664;0,005752657036073951;0,006138768482075656;0,006419394921854086;0,006864100125706406;0,007394424124192516;0,008015439700055466;0,008554427788342964;0,009160448139668109;0,009840617640994077;0,010510894026525133;0,011177825094765823;0,01184487059592901;0,012481467096018977;0,012900030016698925;0,013350484654598406;0,013678310265747933
id50;1;female;95;active;married;36;0;0;0,000455346583150158;0,0004953252581513333;0,0005048910321866863;0,0005345596883632668;0,0005540435557332725;0,0005432385112304764;0,0005725696357977808;0,0006117595995293636;0,0006307032508679329;0,0006494619009658966;0,0007079584866085299;0,0007959954995073991;0,0008834926066060999;0,0009010596584401821;0,0009676965054852139;0,0010337122695507186;0,001118661654144142;0,0011831972014649111;0,0012763084602384518;0,0013974999911449426;0,0015171527750092563;0,0016447834659174844;0,001799182047324745;0,0018847479648391888;0,0019496729557997793;0,0020974468589127966;0,002270205029609234;0,0024484865576321615;0,002631558159697004;0,0028282811780614096;0,0030009484509991805;0,0030864892397816234;0,0032456987841354514;0,00350152230499232;0,0037277060211797215;0,003973853946135669;0,0041198276806658895;0,0042987463202834725;0,004536840124716315;0,004747375465993054;0,004950829261742145;0,00517602995848166;0,005285040155612304;0,005495243239211156;0,005730942575380395;0,0059826639083059565;0,00611076449616043;0,006224596307510855;0,0063171693150508666;0,006325900773821689;0,006259613867636229;0,006123121214007785;0,005897769227824512;0,005513072643279532;0,005104166231782763;0,004621097797013624;0,0040991910973496685;0,0035096954509082684;0,002915534133159681
id51;1;female;94;active;married;35;0;0;0,000619538477387834;0,0006392567149486399;0,0006588900240232218;0,0007189375746365109;0,0008091247828312655;0,0008990345994505721;0,000918001442859495;0,0009871535553187595;0,0010559550655661492;0,0011444440151321717;0,0012123579760357575;0,0013098631369347755;0,0014367734640025316;0,0015628516163437988;0,0016979052267885597;0,0018615560939572804;0,001954702836942769;0,0020270585887792016;0,002186662753576826;0,0023740825011932805;0,0025692030537370052;0,002771410624017313;0,002990057196795801;0,003186108229566612;0,003293156490245454;0,0034830987901855767;0,0037821230717687364;0,004056503782085737;0,004361860991111134;0,004567276659773285;0,00482143910180907;0,005157484114908802;0,005481407168007641;0,005817697944858436;0,006208174858709618;0,00649197412776636;0,006941707274431605;0,007478027242188168;0,008106064167867412;0,00865114618368551;0,009264018345251541;0,00995187800474552;0,010629732694524222;0,01130420424405955;0,011978791520323214;0,012622585531864886;0,01304588082448597;0,01350142840966728;0,0138329604951535;0,01406164211000505;0,013940801525400578;0,01359105419805282;0,013016674861762667;0,011987590484796218;0,01069763255252901;0,009285597439568383;0,00772381836941727;0,006193333631686384;0,0048087732469245205
id53;1;female;104;active;married;45;0;0;0,0009273170112794121;0,0009966026346432011;0,001065507316273859;0,0011541553684274008;0,001221923552794435;0,0013192615482048933;0,0014458371380310553;0,0015712310913184567;0,0017053533773398561;0,0018680509338334038;0,0019597515822006605;0,0020302213732775916;0,0021875802612961277;0,0023717562028340716;0,002562940544164587;0,00276062293726824;0,0029736805268350416;0,003163322011960225;0,0032633180567893725;0,0034439712364860557;0,0037312278806082254;0,003991672111697243;0,004279224059488493;0,004464716211665823;0,004693206370980102;0,004995886198411599;0,005279913169584122;0,005568320232428638;0,00589826049074563;0,006115128130437475;0,006474122894895364;0,006896498263990911;0,00737854469631224;0,007755400375868029;0,008156300734818281;0,008578084336454047;0,008939929203181186;0,009238876497700837;0,009482411746162428;0,009642027597937659;0,009575237290577788;0,00948846462765431;0,009265247537214326;0,008921611094724226;0,00832568080241247;0,007583502844494669;0,006734045282214777;0,005713136729895468;0,004677622774499005;0,003702933992346507;0,002805632067857344;0,002030681414207839;0,00142363367701344;0,0009768586313268508;0,0006293938931635754;0,00037956487978859483;0,00021346458130218484;0,00011115567595029911;5,44402860555176e-05
id56;1;female;101;active;married;42;0;0;0,001238756657578088;0,0013389656244803775;0,0014692448802835086;0,0015987742653975911;0,0017377717296719823;0,0019064510045113138;0,0020032044534539113;0,0020788662478941405;0,002244218478754114;0,0024381690808699713;0,0026402496935207923;0,0028502632319296816;0,003078174386737809;0,0032837839762199315;0,003397785294155065;0,003597707565015065;0,003911189030473592;0,004200714472408274;0,004523916327698846;0,004745024685125474;0,005017837548753384;0,005378401724302163;0,005729745388680691;0,006099748133369726;0,00653151398000082;0,006856629560094303;0,0073639592911347;0,00797384350870996;0,008695100123002097;0,009343583973820926;0,010085626497728675;0,01093211341417223;0,011799266197685454;0,012701760181259503;0,013660426066504793;0,014642755615289188;0,01543564917345995;0,016342492301637798;0,017176941659314625;0,017959829950566525;0,018367170775140152;0,01853025062906017;0,01843354734715174;0,017711974132501196;0,01658541752231059;0,015197186078610786;0,01341442885274057;0,011466974307670567;0,00951376067139398;0,007580188166739365;0,00577503715673028;0,004197992173054847;0,002891004133309586;0,0018793464726295916;0,001161830991134493;0,0006724971027030666;0,0003864691251138675;0,0001998332138351069;9,236973545810374e-05
id58;1;female;117;active;married;58;0;0;0,0021256253230416177;0,002288733313673919;0,002479722347884288;0,002677270578250744;0,002880892654585291;0,003099971679364918;0,0032937244110514477;0,0033937685426182747;0,0035767513614347753;0,0038680517875844347;0,004128880182866387;0,00441557842331293;0,004594742663392135;0,004814507957505129;0,005106088689276822;0,005373715220630607;0,005639586775655118;0,005939649818686364;0,006119193485985993;0,006430945630251746;0,006789545384705602;0,007186885962883324;0,00746186767362166;0,00773935987019411;0,00800748758443221;0,008195929004020757;0,008308131531318333;0,008342591060182512;0,008280765942350806;0,008010864854636377;0,007703199887454588;0,0072682406000243215;0,006738370542539193;0,006033837079122406;0,005258611518994569;0,004464880547409046;0,003610602000481061;0,0028161784041841366;0,0021111952698946762;0,0015161068801795882;0,0010709628206529741;0,0007189872656081046;0,00045442079304446596;0,00026948642717005854;0,0001494862969762364;7,723401069877458e-05;3,7092216353781594e-05;1,6564345198725774e-05;6,8939127343278526e-06;2,6208687163692464e-06;8,57641545405949e-07;2,0337209813058385e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id59;1;female;101;active;married;42;0;0;0,0005367841329298535;0,0005561398177659277;0,0005450654103619651;0,0005742295283544528;0,0006132670360143188;0,0006320210129454624;0,0006505738644998312;0,0007088279687364029;0,0007964773443919936;0,0008834271081879275;0,000900338113549365;0,0009662025559754968;0,0010314400585935217;0,0011154870066240085;0,0011789228262411927;0,0012704402943534007;0,0013894729443088146;0,001506808592382187;0,0016317777252671428;0,0017828479065149297;0,0018650665842085167;0,0019263329814761644;0,002068817329965064;0,0022353086873845083;0,0024059950050965813;0,0025797762972414933;0,0027642300588291502;0,0029229470706885934;0,0029946301776534977;0,0031352737441180086;0,0033650271129623504;0,0035611432270026815;0,0037703736748306493;0,0038778223789084883;0,004010098754353308;0,00418825538361908;0,004329542467877693;0,0044487607078644974;0,004572299025019033;0,004577297444177752;0,0046522247274489986;0,0047294178773275965;0,004799994742588907;0,004752841841620414;0,004678378741955636;0,0045711554567809684;0,004387323317534241;0,004137339384104963;0,0038338212762868418;0,003479845618037626;0,0030512773641579575;0,002643742925201134;0,0022303052635507833;0,0018434285590431946;0,0014565895981262468;0,0011210897402892522;0,0008573383629844461;0,0006151299220199281;0,00041782467634626026
id62;1;female;85;active;married;26;0;0;0,00046501199896519413;0,0004546491310688907;0,00044430206210391396;0,0004541366917038225;0,0004941977547377943;0,0005039602632418579;0,0005338444548897278;0,000553588912899273;0,0005430804691351906;0,0005727311648881807;0,00061235334591938;0,0006317971112805387;0,0006511539825190228;0,0007104301367710591;0,0007994915854640172;0,0008882382866151025;0,0009068543521169117;0,0009750339223317968;0,001042837190726677;0,0011300245168330172;0,0011969541248410072;0,0012931074470929563;0,001418136701917714;0,0015422490031799935;0,001675143048115581;0,0018361616530695088;0,0019275328234571432;0,001998396570558366;0,0021554199950932895;0,002339582085292572;0,0025309075546037954;0,0027291119196718836;0,0029432126770551127;0,003135226118014531;0,0032393385110131363;0,003424481776405048;0,003716600426859814;0,003984046378620753;0,004281170007426491;0,004480317384034763;0,004725782816044253;0,005050107588106592;0,00536075612807386;0,005682756610595801;0,006055397900287747;0,006321200865776109;0,006745879834388747;0,0072507328398436965;0,007838943879765378;0,008340312502719003;0,008902226836910004;0,009523991318996044;0,010123711470062424;0,01070315759114681;0,011269475415801488;0,011786605216839344;0,012074196857912433;0,012381643036562364;0,012557988348987772
