id;salary
new_employee_year_14_key_male_groupe_10_year_14;531617,9936380313
new_employee_year_14_key_male_groupe_9_year_14;518159,31025479
new_employee_year_14_key_male_groupe_1_year_14;67293,4169162065
new_employee_year_15_key_male_groupe_5_year_15;226509,64133995105
new_employee_year_15_key_male_groupe_2_year_15;68639,28525453062
new_employee_year_15_key_male_groupe_6_year_15;226509,64133995105
new_employee_year_15_key_male_groupe_3_year_15;100213,35647161471
new_employee_year_15_key_male_groupe_7_year_15;425563,5685780899
new_employee_year_15_key_male_groupe_4_year_15;141396,9276243331
new_employee_year_15_key_male_groupe_11_year_15;768759,994850743
new_employee_year_15_key_male_groupe_8_year_15;448900,9255646303
new_employee_year_15_key_male_groupe_10_year_15;542250,3535107919
new_employee_year_15_key_male_groupe_9_year_15;528522,4964598858
new_employee_year_15_key_male_groupe_1_year_15;68639,28525453062
new_employee_year_16_key_male_groupe_5_year_16;231039,8341667501
new_employee_year_16_key_male_groupe_2_year_16;70012,07095962124
new_employee_year_16_key_male_groupe_6_year_16;231039,8341667501
new_employee_year_16_key_male_groupe_3_year_16;102217,62360104702
new_employee_year_16_key_male_groupe_7_year_16;434074,8399496517
new_employee_year_16_key_male_groupe_4_year_16;144224,86617681975
new_employee_year_16_key_male_groupe_11_year_16;784135,1947477579
new_employee_year_16_key_male_groupe_8_year_16;457878,94407592295
new_employee_year_16_key_male_groupe_10_year_16;553095,3605810078
new_employee_year_16_key_male_groupe_9_year_16;539092,9463890835
new_employee_year_16_key_male_groupe_1_year_16;70012,07095962124
new_employee_year_17_key_male_groupe_5_year_17;235660,63085008512
new_employee_year_17_key_male_groupe_2_year_17;71412,31237881367
new_employee_year_17_key_male_groupe_6_year_17;235660,63085008512
new_employee_year_17_key_male_groupe_3_year_17;104261,97607306796
new_employee_year_17_key_male_groupe_7_year_17;442756,33674864477
new_employee_year_17_key_male_groupe_4_year_17;147109,36350035615
new_employee_year_17_key_male_groupe_11_year_17;799817,8986427131
new_employee_year_17_key_male_groupe_8_year_17;467036,5229574414
new_employee_year_17_key_male_groupe_10_year_17;564157,267792628
new_employee_year_17_key_male_groupe_9_year_17;549874,8053168652
new_employee_year_17_key_male_groupe_1_year_17;71412,31237881367
new_employee_year_18_key_male_groupe_5_year_18;240373,8434670868
new_employee_year_18_key_male_groupe_2_year_18;72840,55862638995
new_employee_year_18_key_male_groupe_6_year_18;240373,8434670868
new_employee_year_18_key_male_groupe_3_year_18;106347,2155945293
new_employee_year_18_key_male_groupe_7_year_18;451611,46348361764
new_employee_year_18_key_male_groupe_4_year_18;150051,55077036328
new_employee_year_18_key_male_groupe_11_year_18;815814,2566155674
new_employee_year_18_key_male_groupe_8_year_18;476377,2534165902
new_employee_year_18_key_male_groupe_10_year_18;575440,4131484805
new_employee_year_18_key_male_groupe_9_year_18;560872,3014232025
new_employee_year_18_key_male_groupe_1_year_18;72840,55862638995
new_employee_year_19_key_male_groupe_5_year_19;245181,32033642856
new_employee_year_19_key_male_groupe_2_year_19;74297,36979891775
new_employee_year_19_key_male_groupe_6_year_19;245181,32033642856
new_employee_year_19_key_male_groupe_3_year_19;108474,15990641991
new_employee_year_19_key_male_groupe_7_year_19;460643,69275329
new_employee_year_19_key_male_groupe_4_year_19;153052,58178577054
new_employee_year_19_key_male_groupe_11_year_19;832130,5417478788
new_employee_year_19_key_male_groupe_8_year_19;485904,79848492204
new_employee_year_19_key_male_groupe_10_year_19;586949,2214114502
new_employee_year_19_key_male_groupe_9_year_19;572089,7474516666
new_employee_year_19_key_male_groupe_1_year_19;74297,36979891775
new_employee_year_20_key_male_groupe_5_year_20;250084,9467431571
new_employee_year_20_key_male_groupe_2_year_20;75783,3171948961
new_employee_year_20_key_male_groupe_6_year_20;250084,9467431571
new_employee_year_20_key_male_groupe_3_year_20;110643,6431045483
new_employee_year_20_key_male_groupe_7_year_20;469856,5666083558
new_employee_year_20_key_male_groupe_4_year_20;156113,63342148595
new_employee_year_20_key_male_groupe_11_year_20;848773,1525828362
new_employee_year_20_key_male_groupe_8_year_20;495622,89445462043
new_employee_year_20_key_male_groupe_10_year_20;598688,2058396791
new_employee_year_20_key_male_groupe_9_year_20;583531,5424006999
new_employee_year_20_key_male_groupe_1_year_20;75783,3171948961
new_employee_year_21_key_male_groupe_5_year_21;255086,64567802026
new_employee_year_21_key_male_groupe_2_year_21;77298,98353879403
new_employee_year_21_key_male_groupe_6_year_21;255086,64567802026
new_employee_year_21_key_male_groupe_3_year_21;112856,51596663927
new_employee_year_21_key_male_groupe_7_year_21;479253,6979405229
new_employee_year_21_key_male_groupe_4_year_21;159235,9060899157
new_employee_year_21_key_male_groupe_11_year_21;865748,6156344931
new_employee_year_21_key_male_groupe_8_year_21;505535,3523437129
new_employee_year_21_key_male_groupe_10_year_21;610661,9699564727
new_employee_year_21_key_male_groupe_9_year_21;595202,173248714
new_employee_year_21_key_male_groupe_1_year_21;77298,98353879403
new_employee_year_22_key_male_groupe_5_year_22;260188,3785915807
new_employee_year_22_key_male_groupe_2_year_22;78844,9632095699
new_employee_year_22_key_male_groupe_6_year_22;260188,3785915807
new_employee_year_22_key_male_groupe_3_year_22;115113,64628597206
new_employee_year_22_key_male_groupe_7_year_22;488838,7718993334
new_employee_year_22_key_male_groupe_4_year_22;162420,62421171402
new_employee_year_22_key_male_groupe_11_year_22;883063,5879471829
new_employee_year_22_key_male_groupe_8_year_22;515646,0593905872
new_employee_year_22_key_male_groupe_10_year_22;622875,2093556023
new_employee_year_22_key_male_groupe_9_year_22;607106,2167136883
new_employee_year_22_key_male_groupe_1_year_22;78844,9632095699
new_employee_year_23_key_male_groupe_5_year_23;265392,1461634123
new_employee_year_23_key_male_groupe_2_year_23;80421,86247376131
new_employee_year_23_key_male_groupe_6_year_23;265392,1461634123
new_employee_year_23_key_male_groupe_3_year_23;117415,91921169151
new_employee_year_23_key_male_groupe_7_year_23;498615,5473373201
new_employee_year_23_key_male_groupe_4_year_23;165669,0366959483
new_employee_year_23_key_male_groupe_11_year_23;900724,8597061266
new_employee_year_23_key_male_groupe_8_year_23;525958,9805783989
new_employee_year_23_key_male_groupe_10_year_23;635332,7135427144
new_employee_year_23_key_male_groupe_9_year_23;619248,3410479621
new_employee_year_23_key_male_groupe_1_year_23;80421,86247376131
new_employee_year_24_key_male_groupe_5_year_24;270699,9890866806
new_employee_year_24_key_male_groupe_2_year_24;82030,29972323653
new_employee_year_24_key_male_groupe_6_year_24;270699,9890866806
new_employee_year_24_key_male_groupe_3_year_24;119764,23759592534
new_employee_year_24_key_male_groupe_7_year_24;508587,8582840665
new_employee_year_24_key_male_groupe_4_year_24;168982,41742986726
new_employee_year_24_key_male_groupe_11_year_24;918739,3569002491
new_employee_year_24_key_male_groupe_8_year_24;536478,1601899669
new_employee_year_24_key_male_groupe_10_year_24;648039,3678135686
new_employee_year_24_key_male_groupe_9_year_24;631633,3078689213
new_employee_year_24_key_male_groupe_1_year_24;82030,29972323653
new_employee_year_25_key_male_groupe_5_year_25;276113,98886841413
new_employee_year_25_key_male_groupe_2_year_25;83670,90571770126
new_employee_year_25_key_male_groupe_6_year_25;276113,98886841413
new_employee_year_25_key_male_groupe_3_year_25;122159,52234784384
new_employee_year_25_key_male_groupe_7_year_25;518759,6154497478
new_employee_year_25_key_male_groupe_4_year_25;172362,0657784646
new_employee_year_25_key_male_groupe_11_year_25;937114,1440382542
new_employee_year_25_key_male_groupe_8_year_25;547207,7233937662
new_employee_year_25_key_male_groupe_10_year_25;661000,15516984
new_employee_year_25_key_male_groupe_9_year_25;644265,9740262997
new_employee_year_25_key_male_groupe_1_year_25;83670,90571770126
new_employee_year_26_key_male_groupe_5_year_26;281636,2686457825
new_employee_year_26_key_male_groupe_2_year_26;85344,32383205529
new_employee_year_26_key_male_groupe_6_year_26;281636,2686457825
new_employee_year_26_key_male_groupe_3_year_26;124602,71279480073
new_employee_year_26_key_male_groupe_7_year_26;529134,8077587428
new_employee_year_26_key_male_groupe_4_year_26;175809,3070940339
new_employee_year_26_key_male_groupe_11_year_26;955856,4269190193
new_employee_year_26_key_male_groupe_8_year_26;558151,8778616416
new_employee_year_26_key_male_groupe_10_year_26;674220,1582732368
new_employee_year_26_key_male_groupe_9_year_26;657151,2935068257
new_employee_year_26_key_male_groupe_1_year_26;85344,32383205529
new_employee_year_27_key_male_groupe_5_year_27;287268,9940186981
new_employee_year_27_key_male_groupe_2_year_27;87051,2103086964
new_employee_year_27_key_male_groupe_6_year_27;287268,9940186981
new_employee_year_27_key_male_groupe_3_year_27;127094,76705069676
new_employee_year_27_key_male_groupe_7_year_27;539717,5039139177
new_employee_year_27_key_male_groupe_4_year_27;179325,4932359146
new_employee_year_27_key_male_groupe_11_year_27;974973,5554573997
new_employee_year_27_key_male_groupe_8_year_27;569314,9154188745
new_employee_year_27_key_male_groupe_10_year_27;687704,5614387016
new_employee_year_27_key_male_groupe_9_year_27;670294,3193769623
new_employee_year_27_key_male_groupe_1_year_27;87051,2103086964
new_employee_year_28_key_male_groupe_5_year_28;293014,37389907206
new_employee_year_28_key_male_groupe_2_year_28;88792,23451487033
new_employee_year_28_key_male_groupe_6_year_28;293014,37389907206
new_employee_year_28_key_male_groupe_3_year_28;129636,66239171068
new_employee_year_28_key_male_groupe_7_year_28;550511,853992196
new_employee_year_28_key_male_groupe_4_year_28;182912,00310063286
new_employee_year_28_key_male_groupe_11_year_28;994473,0265665477
new_employee_year_28_key_male_groupe_8_year_28;580701,213727252
new_employee_year_28_key_male_groupe_10_year_28;701458,6526674756
new_employee_year_28_key_male_groupe_9_year_28;683700,2057645015
new_employee_year_28_key_male_groupe_1_year_28;88792,23451487033
new_employee_year_29_key_male_groupe_5_year_29;298874,66137705353
new_employee_year_29_key_male_groupe_2_year_29;90568,07920516774
new_employee_year_29_key_male_groupe_6_year_29;298874,66137705353
new_employee_year_29_key_male_groupe_3_year_29;132229,3956395449
new_employee_year_29_key_male_groupe_7_year_29;561522,09107204
new_employee_year_29_key_male_groupe_4_year_29;186570,24316264555
new_employee_year_29_key_male_groupe_11_year_29;1014362,4870978787
new_employee_year_29_key_male_groupe_8_year_29;592315,238001797
new_employee_year_29_key_male_groupe_10_year_29;715487,8257208251
new_employee_year_29_key_male_groupe_9_year_29;697374,2098797916
new_employee_year_29_key_male_groupe_1_year_29;90568,07920516774
new_employee_year_30_key_male_groupe_5_year_30;304852,15460459463
new_employee_year_30_key_male_groupe_2_year_30;92379,44078927109
new_employee_year_30_key_male_groupe_6_year_30;304852,15460459463
new_employee_year_30_key_male_groupe_3_year_30;134873,9835523358
new_employee_year_30_key_male_groupe_7_year_30;572752,5328934807
new_employee_year_30_key_male_groupe_4_year_30;190301,64802589847
new_employee_year_30_key_male_groupe_11_year_30;1034649,7368398362
new_employee_year_30_key_male_groupe_8_year_30;604161,5427618329
new_employee_year_30_key_male_groupe_10_year_30;729797,5822352417
new_employee_year_30_key_male_groupe_9_year_30;711321,6940773875
new_employee_year_30_key_male_groupe_1_year_30;92379,44078927109
new_employee_year_31_key_male_groupe_5_year_31;310949,1976966865
new_employee_year_31_key_male_groupe_2_year_31;94227,02960505651
new_employee_year_31_key_male_groupe_6_year_31;310949,1976966865
new_employee_year_31_key_male_groupe_3_year_31;137571,4632233825
new_employee_year_31_key_male_groupe_7_year_31;584207,5835513504
new_employee_year_31_key_male_groupe_4_year_31;194107,6809864164
new_employee_year_31_key_male_groupe_11_year_31;1055342,731576633
new_employee_year_31_key_male_groupe_8_year_31;616244,7736170696
new_employee_year_31_key_male_groupe_10_year_31;744393,5338799465
new_employee_year_31_key_male_groupe_9_year_31;725548,1279589351
new_employee_year_31_key_male_groupe_1_year_31;94227,02960505651
new_employee_year_32_key_male_groupe_5_year_32;317168,18165062024
new_employee_year_32_key_male_groupe_2_year_32;96111,57019715765
new_employee_year_32_key_male_groupe_6_year_32;317168,18165062024
new_employee_year_32_key_male_groupe_3_year_32;140322,89248785016
new_employee_year_32_key_male_groupe_7_year_32;595891,7352223775
new_employee_year_32_key_male_groupe_4_year_32;197989,83460614475
new_employee_year_32_key_male_groupe_11_year_32;1076449,5862081656
new_employee_year_32_key_male_groupe_8_year_32;628569,669089411
new_employee_year_32_key_male_groupe_10_year_32;759281,4045575454
new_employee_year_32_key_male_groupe_9_year_32;740059,0905181139
new_employee_year_32_key_male_groupe_1_year_32;96111,57019715765
new_employee_year_33_key_male_groupe_5_year_33;323511,54528363264
new_employee_year_33_key_male_groupe_2_year_33;98033,8016011008
new_employee_year_33_key_male_groupe_6_year_33;323511,54528363264
new_employee_year_33_key_male_groupe_3_year_33;143129,35033760717
new_employee_year_33_key_male_groupe_7_year_33;607809,569926825
new_employee_year_33_key_male_groupe_4_year_33;201949,63129826766
new_employee_year_33_key_male_groupe_11_year_33;1097978,577932329
new_employee_year_33_key_male_groupe_8_year_33;641141,0624711992
new_employee_year_33_key_male_groupe_10_year_33;774467,0326486963
new_employee_year_33_key_male_groupe_9_year_33;754860,2723284762
new_employee_year_33_key_male_groupe_1_year_33;98033,8016011008
new_employee_year_34_key_male_groupe_5_year_34;329981,7761893053
new_employee_year_34_key_male_groupe_2_year_34;99994,47763312282
new_employee_year_34_key_male_groupe_6_year_34;329981,7761893053
new_employee_year_34_key_male_groupe_3_year_34;145991,93734435932
new_employee_year_34_key_male_groupe_7_year_34;619965,7613253616
new_employee_year_34_key_male_groupe_4_year_34;205988,62392423302
new_employee_year_34_key_male_groupe_11_year_34;1119938,1494909755
new_employee_year_34_key_male_groupe_8_year_34;653963,8837206233
new_employee_year_34_key_male_groupe_10_year_34;789956,3733016703
new_employee_year_34_key_male_groupe_9_year_34;769957,4777750458
new_employee_year_34_key_male_groupe_1_year_34;99994,47763312282
new_employee_year_35_key_male_groupe_5_year_35;336581,4117130914
new_employee_year_35_key_male_groupe_2_year_35;101994,36718578528
new_employee_year_35_key_male_groupe_6_year_35;336581,4117130914
new_employee_year_35_key_male_groupe_3_year_35;148911,7760912465
new_employee_year_35_key_male_groupe_7_year_35;632365,0765518687
new_employee_year_35_key_male_groupe_4_year_35;210108,39640271766
new_employee_year_35_key_male_groupe_11_year_35;1142336,912480795
new_employee_year_35_key_male_groupe_8_year_35;667043,1613950357
new_employee_year_35_key_male_groupe_10_year_35;805755,5007677036
new_employee_year_35_key_male_groupe_9_year_35;785356,6273305466
new_employee_year_35_key_male_groupe_1_year_35;101994,36718578528
new_employee_year_36_key_male_groupe_5_year_36;343313,03994735325
new_employee_year_36_key_male_groupe_2_year_36;104034,25452950099
new_employee_year_36_key_male_groupe_6_year_36;343313,03994735325
new_employee_year_36_key_male_groupe_3_year_36;151890,01161307146
new_employee_year_36_key_male_groupe_7_year_36;645012,3780829061
new_employee_year_36_key_male_groupe_4_year_36;214310,56433077203
new_employee_year_36_key_male_groupe_11_year_36;1165183,650730411
new_employee_year_36_key_male_groupe_8_year_36;680384,0246229365
new_employee_year_36_key_male_groupe_10_year_36;821870,6107830579
new_employee_year_36_key_male_groupe_9_year_36;801063,7598771576
new_employee_year_36_key_male_groupe_1_year_36;104034,25452950099
new_employee_year_37_key_male_groupe_5_year_37;350179,3007463003
new_employee_year_37_key_male_groupe_2_year_37;106114,939620091
new_employee_year_37_key_male_groupe_6_year_37;350179,3007463003
new_employee_year_37_key_male_groupe_3_year_37;154927,81184533285
new_employee_year_37_key_male_groupe_7_year_37;657912,6256445642
new_employee_year_37_key_male_groupe_4_year_37;218596,77561738747
new_employee_year_37_key_male_groupe_11_year_37;1188487,3237450193
new_employee_year_37_key_male_groupe_8_year_37;693991,7051153951
new_employee_year_37_key_male_groupe_10_year_37;838308,0229987189
new_employee_year_37_key_male_groupe_9_year_37;817085,0350747007
new_employee_year_37_key_male_groupe_1_year_37;106114,939620091
new_employee_year_38_key_male_groupe_5_year_38;357182,8867612263
new_employee_year_38_key_male_groupe_2_year_38;108237,23841249282
new_employee_year_38_key_male_groupe_6_year_38;357182,8867612263
new_employee_year_38_key_male_groupe_3_year_38;158026,36808223953
new_employee_year_38_key_male_groupe_7_year_38;671070,8781574555
new_employee_year_38_key_male_groupe_4_year_38;222968,7111297352
new_employee_year_38_key_male_groupe_11_year_38;1212257,0702199196
new_employee_year_38_key_male_groupe_8_year_38;707871,539217703
new_employee_year_38_key_male_groupe_10_year_38;855074,1834586933
new_employee_year_38_key_male_groupe_9_year_38;833426,7357761947
new_employee_year_38_key_male_groupe_1_year_38;108237,23841249282
new_employee_year_39_key_male_groupe_5_year_39;364326,54449645086
new_employee_year_39_key_male_groupe_2_year_39;110401,98318074268
new_employee_year_39_key_male_groupe_6_year_39;364326,54449645086
new_employee_year_39_key_male_groupe_3_year_39;161186,8954438843
new_employee_year_39_key_male_groupe_7_year_39;684492,2957206046
new_employee_year_39_key_male_groupe_4_year_39;227428,08535232992
new_employee_year_39_key_male_groupe_11_year_39;1236502,211624318
new_employee_year_39_key_male_groupe_8_year_39;722028,9700020571
new_employee_year_39_key_male_groupe_10_year_39;872175,6671278672
new_employee_year_39_key_male_groupe_9_year_39;850095,2704917187
new_employee_year_39_key_male_groupe_1_year_39;110401,98318074268
new_employee_year_40_key_male_groupe_5_year_40;371613,0753863799
new_employee_year_40_key_male_groupe_2_year_40;112610,02284435755
new_employee_year_40_key_male_groupe_6_year_40;371613,0753863799
new_employee_year_40_key_male_groupe_3_year_40;164410,63335276203
new_employee_year_40_key_male_groupe_7_year_40;698182,1416350168
new_employee_year_40_key_male_groupe_4_year_40;231976,64705937656
new_employee_year_40_key_male_groupe_11_year_40;1261232,2558568045
new_employee_year_40_key_male_groupe_8_year_40;736469,5494020984
new_employee_year_40_key_male_groupe_10_year_40;889619,1804704246
new_employee_year_40_key_male_groupe_9_year_40;867097,1759015531
new_employee_year_40_key_male_groupe_1_year_40;112610,02284435755
new_employee_year_41_key_male_groupe_5_year_41;379045,33689410746
new_employee_year_41_key_male_groupe_2_year_41;114862,2233012447
new_employee_year_41_key_male_groupe_6_year_41;379045,33689410746
new_employee_year_41_key_male_groupe_3_year_41;167698,84601981725
new_employee_year_41_key_male_groupe_7_year_41;712145,784467717
new_employee_year_41_key_male_groupe_4_year_41;236616,18000056405
new_employee_year_41_key_male_groupe_11_year_41;1286456,9009739405
new_employee_year_41_key_male_groupe_8_year_41;751198,9403901403
new_employee_year_41_key_male_groupe_10_year_41;907411,5640798331
new_employee_year_41_key_male_groupe_9_year_41;884439,1194195842
new_employee_year_41_key_male_groupe_1_year_41;114862,2233012447
new_employee_year_42_key_male_groupe_5_year_42;386626,2436319897
new_employee_year_42_key_male_groupe_2_year_42;117159,4677672696
